pix,0.00,0.605,1.06,1.515,1.97,2.425,2.88,3.335,3.79,4.245,4.699,5.154,5.609,6.064,6.519,6.974,7.429,7.884,8.339,8.794
0.01,-0.4345550537109375,-0.4381929636001587,-0.441974401473999,-0.4459054470062256,-0.44999217987060547,-0.4542410373687744,-0.45865917205810547,-0.46325385570526123,-0.4680325984954834,-0.47300398349761963,-0.47817671298980713,-0.4835604429244995,-0.4891655445098877,-0.4950026273727417,-0.5010839700698853,-0.5074228048324585,-0.5140336751937866,-0.5209317207336426,-0.528134822845459,-0.5356618165969849
0.062,-0.5733803510665894,-0.5812904834747314,-0.5894047021865845,-0.5977247953414917,-0.6062523126602173,-0.6149885654449463,-0.6239355802536011,-0.6330956220626831,-0.6424713134765625,-0.6520653963088989,-0.6618818044662476,-0.6719249486923218,-0.6822001934051514,-0.6927140951156616,-0.7034749984741211,-0.7144925594329834,-0.7257786989212036,-0.737346887588501,-0.7492141723632812,-0.7613999843597412
0.114,-0.8120042085647583,-0.8225152492523193,-0.8330917358398438,-0.843734860420227,-0.8544467687606812,-0.8652302026748657,-0.8760907649993896,-0.8870338201522827,-0.8980671167373657,-0.9092001914978027,-0.9204442501068115,-0.9318128824234009,-0.9433220624923706,-0.9549896717071533,-0.9668375253677368,-0.9788899421691895,-0.9911749958992004,-1.0037245750427246,-1.0165746212005615,-1.02976655960083
0.166,-1.0505592823028564,-1.060388445854187,-1.0703045129776,-1.0803196430206299,-1.0904467105865479,-1.1006996631622314,-1.1110944747924805,-1.1216479539871216,-1.1323788166046143,-1.143308401107788,-1.1544594764709473,-1.1658577919006348,-1.1775314807891846,-1.1895127296447754,-1.2018364667892456,-1.214542031288147,-1.2276735305786133,-1.2412796020507812,-1.2554147243499756,-1.2701396942138672
0.218,-1.256089448928833,-1.2666326761245728,-1.2773748636245728,-1.2883296012878418,-1.2995127439498901,-1.3109409809112549,-1.322633981704712,-1.3346123695373535,-1.3469003438949585,-1.3595242500305176,-1.372514009475708,-1.3859033584594727,-1.3997299671173096,-1.414035677909851,-1.428868293762207,-1.4442808628082275,-1.4603326320648193,-1.4770900011062622,-1.4946262836456299,-1.5130233764648438
0.271,-1.465679407119751,-1.4782602787017822,-1.491103172302246,-1.5042243003845215,-1.5176427364349365,-1.5313800573349,-1.5454607009887695,-1.5599123239517212,-1.5747668743133545,-1.5900602340698242,-1.6058329343795776,-1.622131586074829,-1.6390079259872437,-1.656520962715149,-1.6747361421585083,-1.6937270164489746,-1.7135754823684692,-1.7343714237213135,-1.756213665008545,-1.7792103290557861
0.323,-1.6942954063415527,-1.7089945077896118,-1.7239795923233032,-1.7392739057540894,-1.75490403175354,-1.7709009647369385,-1.7872998714447021,-1.8041412830352783,-1.8214715719223022,-1.8393433094024658,-1.8578159809112549,-1.876956820487976,-1.896841049194336,-1.9175522327423096,-1.9391831159591675,-1.9618351459503174,-1.9856194257736206,-2.010655164718628,-2.03706955909729,-2.0649964809417725
0.375,-1.936729073524475,-1.9528560638427734,-1.9692962169647217,-1.9860864877700806,-2.003269910812378,-2.020895481109619,-2.039018392562866,-2.0577023029327393,-2.0770175457000732,-2.0970442295074463,-2.117870330810547,-2.1395938396453857,-2.162321090698242,-2.186168909072876,-2.2112619876861572,-2.237732172012329,-2.265718698501587,-2.2953639030456543,-2.3268113136291504,-2.360201120376587
0.427,-2.1790506839752197,-2.195873737335205,-2.2131104469299316,-2.230821132659912,-2.2490744590759277,-2.267946720123291,-2.287523031234741,-2.3078975677490234,-2.329174041748047,-2.351465940475464,-2.374894618988037,-2.3995914459228516,-2.4256937503814697,-2.4533450603485107,-2.482691764831543,-2.5138797760009766,-2.547050952911377,-2.5823371410369873,-2.61985445022583,-2.6596972942352295
0.479,-2.4097988605499268,-2.427278518676758,-2.4453911781311035,-2.4642274379730225,-2.483886241912842,-2.504476308822632,-2.526116371154785,-2.5489330291748047,-2.573061466217041,-2.5986433029174805,-2.6258254051208496,-2.6547560691833496,-2.685581922531128,-2.7184436321258545,-2.753469944000244,-2.790771722793579,-2.8304343223571777,-2.8725104331970215,-2.9170122146606445,-2.963904857635498
0.531,-2.6254916191101074,-2.6443281173706055,-2.6641335487365723,-2.685030460357666,-2.707149028778076,-2.7306277751922607,-2.7556111812591553,-2.782247304916382,-2.810685634613037,-2.8410720825195312,-2.8735437393188477,-2.9082257747650146,-2.945220470428467,-2.9846034049987793,-3.0264134407043457,-3.070646047592163,-3.1172473430633545,-3.1661062240600586,-3.2170515060424805,-3.269853115081787
0.583,-2.826564073562622,-2.847853183746338,-2.870549440383911,-2.8947994709014893,-2.920753002166748,-2.948559284210205,-2.978363513946533,-3.0102996826171875,-3.0444860458374023,-3.081017017364502,-3.1199569702148438,-3.161329746246338,-3.205113649368286,-3.2512335777282715,-3.2995553016662598,-3.3498847484588623,-3.401965618133545,-3.455484390258789,-3.5100765228271484,-3.565338611602783
0.635,-3.0135726928710938,-3.038712978363037,-3.065762519836426,-3.0948643684387207,-3.1261491775512695,-3.1597280502319336,-3.1956868171691895,-3.234076499938965,-3.2749054431915283,-3.3181328773498535,-3.3636622428894043,-3.4113357067108154,-3.4609336853027344,-3.5121755599975586,-3.564725399017334,-3.6181983947753906,-3.6721739768981934,-3.7262120246887207,-3.7798633575439453,-3.8326926231384277
0.687,-3.189296245574951,-3.2199645042419434,-3.2529797554016113,-3.2884159088134766,-3.3263099193573,-3.366652727127075,-3.4093823432922363,-3.454378843307495,-3.501460313796997,-3.5503811836242676,-3.600836753845215,-3.652468204498291,-3.7048726081848145,-3.7576167583465576,-3.810251235961914,-3.862328052520752,-3.9134163856506348,-3.963118553161621,-4.01107931137085,-4.057000160217285
0.739,-3.3608813285827637,-3.3984904289245605,-3.4385557174682617,-3.480991840362549,-3.5256547927856445,-3.5723352432250977,-3.6207633018493652,-3.6706089973449707,-3.7214927673339844,-3.7729952335357666,-3.824672222137451,-3.876070022583008,-3.926743507385254,-3.976271152496338,-4.024269104003906,-4.070405006408691,-4.1144022941589355,-4.156047344207764,-4.195189952850342,-4.2317399978637695
0.792,-3.5366640090942383,-3.581244468688965,-3.627763032913208,-3.6759228706359863,-3.7253711223602295,-3.7757091522216797,-3.826502799987793,-3.8773012161254883,-3.92764949798584,-3.977108955383301,-4.025269985198975,-4.071767330169678,-4.11629056930542,-4.158588409423828,-4.1984734535217285,-4.235820770263672,-4.270565032958984,-4.302693843841553,-4.332242012023926,-4.359280109405518
0.844,-3.7198305130004883,-3.76906156539917,-3.819021701812744,-3.8692660331726074,-3.919339656829834,-3.968790054321289,-4.017188549041748,-4.064141750335693,-4.109304904937744,-4.15239143371582,-4.193175792694092,-4.231497287750244,-4.267255783081055,-4.300409317016602,-4.330966949462891,-4.358978748321533,-4.3845319747924805,-4.40773868560791,-4.428731441497803,-4.4476542472839355
0.896,-3.904489278793335,-3.9539341926574707,-4.002583980560303,-4.050022602081299,-4.0958757400512695,-4.1398210525512695,-4.181596755981445,-4.221004486083984,-4.257908821105957,-4.292235374450684,-4.323963165283203,-4.353119373321533,-4.379771709442139,-4.404016971588135,-4.425978183746338,-4.4457926750183105,-4.463609218597412,-4.479579925537109,-4.4938578605651855,-4.506592750549316
0.948,-4.077845573425293,-4.122659683227539,-4.1654582023620605,-4.206006050109863,-4.244131565093994,-4.27972412109375,-4.312731742858887,-4.3431549072265625,-4.37103796005249,-4.396461009979248,-4.419533729553223,-4.440384387969971,-4.459155559539795,-4.475998401641846,-4.491064548492432,-4.504507541656494,-4.516473293304443,-4.527103900909424,-4.5365309715271,-4.544878959655762
1.0,-4.227068901062012,-4.263974189758301,-4.298327922821045,-4.330100059509277,-4.35930871963501,-4.386013984680176,-4.410308361053467,-4.432309150695801,-4.452151298522949,-4.4699811935424805,-4.485949993133545,-4.500211238861084,-4.512913227081299,-4.524202346801758,-4.534214973449707,-4.5430803298950195,-4.5509185791015625,-4.557839870452881,-4.5639448165893555,-4.5693254470825195
